ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10093944,HY282927,06/01/2015 12:00:00 AM,040XX N PULASKI RD,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,ALLEY,false,false,1722,017,39,16,26,1148969,1926347,2015,06/08/2015 12:48:46 PM,41.953828727,-87.727770359,"(41.953828727, -87.727770359)"
10096025,HY284642,06/01/2015 12:00:00 AM,020XX N FREMONT ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1812,018,43,7,11,1169930,1913565,2015,06/08/2015 12:48:46 PM,41.918322073,-87.65108952,"(41.918322073, -87.65108952)"
10095384,HY282884,06/01/2015 12:00:00 AM,002XX E 32ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0211,,3,35,08B,,,2015,06/08/2015 12:48:46 PM,,,
10095018,HY283813,06/01/2015 12:00:00 AM,070XX S CHAPPEL AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,0331,003,5,43,20,1191135,1858705,2015,06/08/2015 12:48:46 PM,41.767294578,-87.574962034,"(41.767294578, -87.574962034)"
9679355,HX329341,06/01/2014 12:00:00 AM,066XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0724,007,17,68,06,1170165,1860793,2014,07/04/2014 12:37:50 PM,41.773505969,-87.651764861,"(41.773505969, -87.651764861)"
9649455,HX300099,06/01/2014 12:00:00 AM,069XX N OLCOTT AVE,0810,THEFT,OVER $500,STREET,false,false,1611,016,41,9,06,1125445,1945812,2014,06/13/2014 12:36:59 PM,42.007666279,-87.813814849,"(42.007666279, -87.813814849)"
9636780,HX285176,06/01/2014 12:00:00 AM,058XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2022,020,48,77,06,1168531,1939127,2014,06/08/2014 12:38:18 PM,41.988495609,-87.655486689,"(41.988495609, -87.655486689)"
9946862,HY135107,06/01/2014 12:00:00 AM,016XX N KEYSTONE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,2534,025,30,23,20,1149092,1910632,2014,02/02/2015 12:49:23 PM,41.910703012,-87.72772626,"(41.910703012, -87.72772626)"
9934688,HY123629,06/01/2014 12:00:00 AM,065XX S MINERVA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0321,003,20,42,11,1185052,1861728,2014,01/26/2015 12:53:30 PM,41.775734979,-87.597163634,"(41.775734979, -87.597163634)"
9930117,HY118764,06/01/2014 12:00:00 AM,031XX N BROADWAY,0810,THEFT,OVER $500,CONVENIENCE STORE,true,false,1934,019,44,6,06,1171755,1920635,2014,01/22/2015 12:48:16 PM,41.937682429,-87.644175612,"(41.937682429, -87.644175612)"
9926972,HY115707,06/01/2014 12:00:00 AM,008XX W BELLE PLAINE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1915,019,46,3,02,1170037,1927745,2014,01/22/2015 12:48:16 PM,41.957230265,-87.650281291,"(41.957230265, -87.650281291)"
9886647,HX537422,06/01/2014 12:00:00 AM,014XX S RIDGEWAY AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,1011,010,24,29,17,1151579,1892499,2014,01/01/2015 12:40:33 PM,41.860895608,-87.719066698,"(41.860895608, -87.719066698)"
9898089,HX548342,06/01/2014 12:00:00 AM,057XX S MORGAN ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0712,007,16,68,02,1170589,1866591,2014,12/20/2014 12:40:24 PM,41.789407131,-87.650041681,"(41.789407131, -87.650041681)"
9813985,HX463057,06/01/2014 12:00:00 AM,025XX S ST LOUIS AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,false,false,1024,010,22,30,26,1153483,1886831,2014,12/13/2014 12:37:32 PM,41.845304357,-87.712227982,"(41.845304357, -87.712227982)"
10013792,HY203528,06/01/2014 12:00:00 AM,067XX S ELIZABETH ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,false,false,0724,007,17,67,26,1169200,1859756,2014,04/05/2015 04:06:51 PM,41.770681243,-87.655332301,"(41.770681243, -87.655332301)"
9888480,HX538493,06/01/2014 12:00:00 AM,025XX W MONROE ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,true,true,1125,011,2,28,20,1159467,1899638,2014,03/22/2015 12:38:37 PM,41.880327201,-87.689915055,"(41.880327201, -87.689915055)"
9873192,HX523702,06/01/2014 12:00:00 AM,029XX S DEARBORN ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0133,001,3,35,26,1176498,1885024,2014,11/30/2014 12:38:52 PM,41.83985801,-87.627820462,"(41.83985801, -87.627820462)"
9703847,HX353892,06/01/2014 12:00:00 AM,015XX N MASSASOIT AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,2531,025,29,25,20,1137683,1909714,2014,07/22/2014 12:38:07 PM,41.908397312,-87.769661504,"(41.908397312, -87.769661504)"
9849723,HX498235,06/01/2014 12:00:00 AM,081XX S KOLMAR AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENTIAL YARD (FRONT/BACK),false,false,0834,008,13,70,11,1147597,1850190,2014,11/08/2014 12:38:00 PM,41.744870509,-87.734765439,"(41.744870509, -87.734765439)"
9828390,HX478241,06/01/2014 12:00:00 AM,045XX S LAVERGNE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,true,true,0814,008,23,56,20,1143743,1874234,2014,12/20/2014 12:39:03 PM,41.81092407,-87.748287917,"(41.81092407, -87.748287917)"
9788271,HX437923,06/01/2014 12:00:00 AM,075XX S DREXEL AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,true,0624,006,8,69,17,1183575,1855281,2014,09/22/2014 12:39:52 PM,41.758078357,-87.602778844,"(41.758078357, -87.602778844)"
9778823,HX429092,06/01/2014 12:00:00 AM,003XX W 108TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0513,005,34,49,08A,1176146,1833272,2014,09/16/2014 12:44:17 PM,41.697852658,-87.63066362,"(41.697852658, -87.63066362)"
9747140,HX396772,06/01/2014 12:00:00 AM,058XX S KOSTNER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0813,008,13,62,11,1147993,1865516,2014,08/22/2014 12:36:05 PM,41.786920085,-87.732922419,"(41.786920085, -87.732922419)"
9635258,HX286531,06/01/2014 12:00:00 AM,034XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1924,019,44,6,06,1168782,1923328,2014,06/08/2014 12:38:18 PM,41.945137201,-87.655023543,"(41.945137201, -87.655023543)"
9633605,HX284847,06/01/2014 12:00:00 AM,070XX S CREGIER AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,false,false,0332,003,5,43,02,1189376,1858777,2014,06/08/2014 12:38:18 PM,41.76753453,-87.581407096,"(41.76753453, -87.581407096)"
9633704,HX284965,06/01/2014 12:00:00 AM,034XX N LEAVITT ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,1921,019,32,5,14,1161038,1923124,2014,06/08/2014 12:38:18 PM,41.944742049,-87.683493113,"(41.944742049, -87.683493113)"
9633881,HX285123,06/01/2014 12:00:00 AM,022XX E 100TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0431,004,7,51,07,1193078,1839068,2014,06/08/2014 12:38:18 PM,41.713361698,-87.56847997,"(41.713361698, -87.56847997)"
9717262,HX367311,06/01/2014 12:00:00 AM,027XX N MENARD AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,2514,025,30,19,17,1137288,1917628,2014,10/31/2014 03:20:56 PM,41.930121349,-87.770921901,"(41.930121349, -87.770921901)"
9634041,HX285422,06/01/2014 12:00:00 AM,021XX W MONTROSE AVE,0810,THEFT,OVER $500,STREET,false,false,1911,019,47,4,06,1161166,1929237,2014,06/08/2014 12:38:18 PM,41.961513785,-87.682852097,"(41.961513785, -87.682852097)"
9727015,HX376592,06/01/2014 12:00:00 AM,035XX S LAKE PARK AVE,0810,THEFT,OVER $500,APARTMENT,false,true,0212,002,4,36,06,1181837,1881854,2014,08/07/2014 12:40:12 PM,41.831037304,-87.608327042,"(41.831037304, -87.608327042)"
9634080,HX285458,06/01/2014 12:00:00 AM,011XX S MENARD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1513,015,29,25,06,1137850,1894599,2014,06/08/2014 12:38:18 PM,41.86691679,-87.769412915,"(41.86691679, -87.769412915)"
9634240,HX285590,06/01/2014 12:00:00 AM,047XX S ABERDEEN ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0933,009,3,61,04B,1169737,1873604,2014,06/08/2014 12:38:18 PM,41.80867012,-87.652962158,"(41.80867012, -87.652962158)"
9963904,HY153580,06/01/2014 12:00:00 AM,061XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0825,008,15,66,08B,1159468,1863866,2014,02/22/2015 04:05:20 PM,41.782164658,-87.690893692,"(41.782164658, -87.690893692)"
9697805,HX347613,06/01/2014 12:00:00 AM,082XX S HONORE ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,false,false,0614,006,18,71,11,1165486,1850235,2014,07/17/2014 12:40:06 PM,41.744633825,-87.669215842,"(41.744633825, -87.669215842)"
9679642,HX329532,06/01/2014 12:00:00 AM,035XX W NORTH AVE,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,1422,014,26,23,06,1152203,1910438,2014,07/04/2014 12:37:50 PM,41.910109814,-87.716302631,"(41.910109814, -87.716302631)"
9163722,HW308498,06/01/2013 12:00:00 AM,025XX W MOFFAT ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1434,014,1,22,06,1158847,1912242,2013,06/10/2013 12:07:55 PM,41.914926383,-87.691845589,"(41.914926383, -87.691845589)"
9154746,HW300025,06/01/2013 12:00:00 AM,021XX W SCHILLER ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,014,32,24,06,1162041,1909370,2013,06/03/2013 10:19:14 AM,41.906979252,-87.680191575,"(41.906979252, -87.680191575)"
9689080,HX137147,06/01/2013 12:00:00 AM,027XX E 89TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",true,false,0423,,7,46,02,,,2013,07/31/2014 12:41:23 PM,,,
9154695,HW300199,06/01/2013 12:00:00 AM,025XX W ARGYLE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,2031,020,47,4,14,1158712,1933038,2013,06/03/2013 09:12:00 AM,41.971994691,-87.691769723,"(41.971994691, -87.691769723)"
9154614,HW300136,06/01/2013 12:00:00 AM,065XX N WESTERN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,2412,024,50,2,06,1159095,1943146,2013,06/04/2013 04:45:35 PM,41.999723587,-87.690082216,"(41.999723587, -87.690082216)"
9154284,HW299625,06/01/2013 12:00:00 AM,089XX S CARPENTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2222,022,21,73,14,1170926,1845395,2013,06/02/2013 09:03:28 AM,41.731235255,-87.649423897,"(41.731235255, -87.649423897)"
9154052,HW299274,06/01/2013 12:00:00 AM,003XX N LOWER LA SALLE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,BAR OR TAVERN,false,false,1831,018,42,8,11,1175120,1902440,2013,06/02/2013 11:33:00 AM,41.887679648,-87.632355263,"(41.887679648, -87.632355263)"
9486057,HX139151,06/01/2013 12:00:00 AM,035XX S COTTAGE GROVE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0212,002,4,36,06,1181324,1881729,2013,02/07/2014 10:58:51 AM,41.83070616,-87.61021311,"(41.83070616, -87.61021311)"
9484727,HX138437,06/01/2013 12:00:00 AM,015XX N ST LOUIS AVE,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,RESIDENCE,false,true,1422,014,26,23,26,1152701,1910163,2013,02/25/2014 04:17:18 PM,41.909345343,-87.714480455,"(41.909345343, -87.714480455)"
9429099,HW567470,06/01/2013 12:00:00 AM,043XX N SACRAMENTO AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,1724,017,33,16,02,1155638,1928821,2013,04/08/2014 09:52:26 PM,41.96048561,-87.703187378,"(41.96048561, -87.703187378)"
9401170,HW543751,06/01/2013 12:00:00 AM,034XX S HERMITAGE AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0912,009,11,59,06,1165288,1881798,2013,11/23/2013 05:38:41 AM,41.831250847,-87.669047786,"(41.831250847, -87.669047786)"
9369530,HW512860,06/01/2013 12:00:00 AM,018XX N WASHTENAW AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1421,010,1,22,02,1158610,1891066,2013,03/10/2014 08:39:23 AM,41.856822365,-87.693296554,"(41.856822365, -87.693296554)"
9320010,HW464030,06/01/2013 12:00:00 AM,047XX S MICHIGAN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0224,002,3,38,06,1177917,1873590,2013,09/26/2013 09:48:54 AM,41.808450083,-87.622960305,"(41.808450083, -87.622960305)"
9311404,HW455716,06/01/2013 12:00:00 AM,015XX E 74TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0324,003,5,43,06,1187673,1855934,2013,09/19/2013 12:07:31 PM,41.75977377,-87.587739563,"(41.75977377, -87.587739563)"
9231087,HW377161,06/01/2013 12:00:00 AM,040XX W 25TH ST,3960,INTIMIDATION,INTIMIDATION,OTHER,false,false,1013,010,22,30,26,1149793,1887122,2013,08/08/2013 10:37:49 PM,41.846175331,-87.725762425,"(41.846175331, -87.725762425)"
9209288,HW355544,06/01/2013 12:00:00 AM,014XX W ELMDALE AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,true,true,2433,024,48,77,17,1165403,1939996,2013,09/16/2013 12:31:53 PM,41.990947528,-87.666966882,"(41.990947528, -87.666966882)"
9196775,HW342107,06/01/2013 12:00:00 AM,027XX W WARREN BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1222,012,2,27,26,1158267,1900203,2013,07/04/2013 07:20:44 AM,41.881902216,-87.694305889,"(41.881902216, -87.694305889)"
9183233,HW327801,06/01/2013 12:00:00 AM,003XX E 53RD ST,0810,THEFT,OVER $500,APARTMENT,false,false,0231,002,3,40,06,1179684,1869923,2013,06/30/2013 01:43:42 PM,41.798347253,-87.61659157,"(41.798347253, -87.61659157)"
9179219,HW324282,06/01/2013 12:00:00 AM,032XX W BEACH AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1422,014,26,23,06,1154358,1909413,2013,06/20/2013 01:37:05 PM,41.90725431,-87.708413413,"(41.90725431, -87.708413413)"
9178870,HW323961,06/01/2013 12:00:00 AM,039XX W BELMONT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2523,025,31,21,11,1149427,1920945,2013,06/25/2013 10:38:44 AM,41.938996316,-87.726227345,"(41.938996316, -87.726227345)"
9174373,HW318417,06/01/2013 12:00:00 AM,062XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0713,007,16,67,06,1167363,1863335,2013,06/15/2013 05:13:12 AM,41.780542015,-87.661963621,"(41.780542015, -87.661963621)"
9645783,HX296829,06/01/2013 12:00:00 AM,004XX E 81ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0631,,6,44,11,,,2013,06/10/2014 12:45:15 PM,,,
9767716,HX418252,06/01/2013 12:00:00 AM,088XX S PLEASANT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2221,,19,72,11,,,2013,09/07/2014 12:35:09 PM,,,
9839276,HX488424,06/01/2013 12:00:00 AM,078XX S ADA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0612,,17,71,11,,,2013,10/31/2014 12:38:05 PM,,,
9878060,HX528880,06/01/2013 12:00:00 AM,014XX N HUMBOLDT DR,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,PARK PROPERTY,true,false,1423,,26,24,02,,,2013,04/22/2015 12:45:18 PM,,,
9169971,HW314952,06/01/2013 12:00:00 AM,057XX S ARTESIAN AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0824,008,16,63,06,1161061,1866408,2013,06/13/2013 03:35:17 PM,41.789107441,-87.684983014,"(41.789107441, -87.684983014)"
10101678,HY290315,06/01/2013 12:00:00 AM,028XX S KARLOV AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,false,false,1031,,22,30,20,,,2013,06/07/2015 12:43:36 PM,,,
9166518,HW312131,06/01/2013 12:00:00 AM,002XX E 37TH ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,"SCHOOL, PUBLIC, BUILDING",false,false,0212,002,3,35,11,1178724,1880476,2013,06/17/2013 02:30:00 PM,41.827327492,-87.619790711,"(41.827327492, -87.619790711)"
9165491,HW310931,06/01/2013 12:00:00 AM,004XX E SOUTH WATER ST,0810,THEFT,OVER $500,OTHER,false,false,0114,001,42,32,06,1179208,1902092,2013,06/09/2013 11:58:53 AM,41.886632101,-87.617353694,"(41.886632101, -87.617353694)"
9162708,HW307533,06/01/2013 12:00:00 AM,060XX S ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,16,66,14,1154055,1864576,2013,06/07/2013 11:38:42 AM,41.78422227,-87.710720548,"(41.78422227, -87.710720548)"
9162356,HW307117,06/01/2013 12:00:00 AM,022XX W IOWA ST,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,1212,012,32,24,06,1161454,1905922,2013,06/07/2013 10:45:14 AM,41.897529916,-87.682443973,"(41.897529916, -87.682443973)"
9593978,HX244264,06/01/2013 12:00:00 AM,055XX N KENMORE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,2023,,48,77,11,,,2013,05/01/2014 02:01:30 PM,,,
